gbpaud,gbpdkk,gbpsek
1.8332,8.5026,11.8663
1.8329,8.5026,11.8649
1.8319,8.503,11.8687
1.832,8.5034,11.8688
1.8324,8.5028,11.8699
1.8324,8.5029,11.8685
1.8327,8.5023,11.8689
1.8327,8.5037,11.8697
1.8332,8.5032,11.8697
1.8335,8.5033,11.87
1.8333,8.5033,11.8699
1.8333,8.5034,11.8698
1.8333,8.5038,11.8707
1.8332,8.5037,11.8704
1.8332,8.5035,11.8692
1.8327,8.5035,11.8691
1.833,8.5033,11.8679
1.8334,8.5035,11.8655
1.8333,8.5034,11.8667
1.8335,8.5026,11.8681
1.8335,8.5022,11.8678
1.8334,8.5017,11.8672
1.8329,8.5001,11.8668
1.8327,8.4983,11.866
1.8324,8.4989,11.8644
1.8328,8.4991,11.8649
1.8329,8.499,11.8643
1.8328,8.4986,11.8636
1.8323,8.501,11.8647
1.8321,8.4988,11.8637
1.8325,8.4987,11.8594
1.833,8.4988,11.8603
1.8333,8.4987,11.8638
1.8333,8.4997,11.8627
1.8334,8.4993,11.8551
1.8335,8.4993,11.8547
1.8326,8.5004,11.853
1.8325,8.5018,11.8541
1.8328,8.5027,11.8557
1.833,8.4997,11.8567
1.833,8.499,11.8568
1.8335,8.4969,11.8519
1.8335,8.4975,11.8584
1.8331,8.4974,11.8551
1.8331,8.499,11.8464
1.833,8.4995,11.8475
1.8325,8.4987,11.8588
1.8319,8.4983,11.8539
1.8331,8.4957,11.8583
1.8328,8.4963,11.8573
1.8327,8.4969,11.8554
1.8328,8.5031,11.859
1.8327,8.5008,11.8631
1.8326,8.5026,11.8669
1.8324,8.5013,11.871
1.8321,8.5002,11.8679
1.8324,8.5019,11.8642
1.8325,8.5044,11.8656
1.832,8.5084,11.8708
1.8314,8.5115,11.8729
1.8317,8.5105,11.8691
1.8317,8.5079,11.8703
1.8315,8.5082,11.8699
1.8315,8.5099,11.8701
1.8312,8.5099,11.8717
1.8316,8.5084,11.8689
1.8324,8.5092,11.8722
1.8322,8.5102,11.8675
1.8314,8.5113,11.8645
1.8324,8.514,11.864
1.8326,8.5133,11.8639
1.8327,8.5084,11.8602
1.8328,8.5085,11.8634
1.8329,8.5081,11.8628
1.8341,8.5097,11.8592
1.8341,8.5104,11.8569
1.8336,8.5094,11.8585
1.8335,8.5148,11.8601
1.8346,8.5141,11.8603
1.8347,8.5121,11.8572
1.8342,8.5115,11.8528
1.8337,8.5119,11.8496
1.8326,8.5119,11.8466
1.832,8.5089,11.8517
1.8315,8.5077,11.8501
1.8327,8.5054,11.852
1.8327,8.5029,11.8515
1.833,8.4984,11.853
1.8329,8.5008,11.8537
1.8331,8.5001,11.8539
1.8332,8.4998,11.8515
1.8332,8.4992,11.8611
1.833,8.5002,11.8603
1.8335,8.5007,11.8593
1.8335,8.5008,11.8622
1.8333,8.5007,11.8616
1.8336,8.5041,11.8672
1.8332,8.5041,11.8657
1.8333,8.5049,11.867
1.8333,8.5064,11.8685
1.8332,8.5056,11.8684
1.833,8.5072,11.8674
1.8328,8.509,11.8687
1.833,8.5095,11.8622
1.8333,8.5097,11.8629
1.8334,8.5099,11.8657
1.8336,8.5107,11.8695
1.8338,8.512,11.8703
1.8337,8.5121,11.8674
1.8339,8.5126,11.8708
1.8347,8.5116,11.8725
1.8357,8.5104,11.869
1.8359,8.5107,11.875
1.8354,8.515,11.8808
1.8348,8.5174,11.8865
1.8357,8.5173,11.8764
1.836,8.5164,11.8727
1.8352,8.5149,11.8717
1.8358,8.5164,11.8708
1.8357,8.5169,11.8744
1.8362,8.5136,11.8717
1.8355,8.5146,11.8748
1.8364,8.513,11.8751
1.836,8.5114,11.877
1.837,8.5102,11.8803
1.8375,8.5112,11.8733
1.8377,8.5131,11.8715
1.8355,8.5124,11.8722
1.8355,8.5119,11.8742
1.8357,8.512,11.8736
1.8355,8.5071,11.8743
1.8362,8.5087,11.875
1.8362,8.5056,11.8746
1.8362,8.5059,11.8699
1.8365,8.5056,11.875
1.8369,8.5067,11.8738
1.837,8.5064,11.8787
1.8376,8.5076,11.8882
1.8385,8.5107,11.896
1.8388,8.5121,11.8872
1.8387,8.514,11.8867
1.8376,8.5143,11.8922
1.8377,8.5131,11.894
1.8377,8.512,11.893
1.8374,8.5105,11.8874
1.8377,8.5105,11.8888
1.8376,8.512,11.8883
1.838,8.5125,11.8958
1.8382,8.5115,11.8997
1.8394,8.5076,11.8991
1.8394,8.5087,11.9047
1.839,8.5091,11.9045
1.8392,8.5121,11.9051
1.8392,8.5118,11.903
1.8394,8.5129,11.8975
1.8392,8.516,11.8975
1.8385,8.5157,11.8996
1.8385,8.515,11.8986
1.8392,8.514,11.8972
1.8397,8.5114,11.8925
1.8395,8.5114,11.8891
1.8388,8.5121,11.8916
1.8382,8.5113,11.8918
1.8382,8.5107,11.8874
1.8381,8.5098,11.8911
1.8383,8.507,11.8896
1.8383,8.5055,11.8903
1.838,8.5056,11.8909
1.8378,8.5046,11.8902
1.8378,8.5055,11.8909
1.8384,8.5044,11.892
1.8382,8.5043,11.8963
1.8386,8.5045,11.8956
1.8393,8.504,11.8923
1.8394,8.504,11.8955
1.8394,8.5049,11.8945
1.8395,8.5045,11.8914
1.8391,8.5028,11.8945
1.8392,8.5035,11.8934
1.8387,8.5034,11.8953
1.8383,8.5045,11.8926
1.8384,8.5044,11.8932
1.8384,8.5031,11.8937
1.8386,8.5021,11.8926
1.8382,8.502,11.8922
1.8383,8.5022,11.8921
1.8385,8.5022,11.8933
1.8386,8.5022,11.8935
1.8379,8.5022,11.8914
1.8377,8.5018,11.8913
1.8379,8.5023,11.8907
1.8379,8.5034,11.8904
1.8376,8.5041,11.8894
1.8376,8.5043,11.8905
1.8377,8.505,11.8915
1.8378,8.5055,11.8932
1.8377,8.5054,11.894
1.8373,8.5045,11.8941
1.8379,8.5057,11.8901
1.8377,8.5062,11.8894
1.8376,8.5075,11.889
1.8377,8.5112,11.89
1.8377,8.5101,11.8901
1.8379,8.5067,11.8891
1.8379,8.5074,11.886
1.8379,8.507,11.8862
1.8378,8.5076,11.8875
1.8378,8.5076,11.8892
1.8381,8.5069,11.8907
1.8383,8.5069,11.89
1.8382,8.507,11.8863
1.8383,8.5083,11.8858
1.8383,8.509,11.8832
1.8382,8.5089,11.886
1.8382,8.5084,11.8843
1.8379,8.509,11.8852
1.8384,8.5074,11.8847
1.8383,8.5073,11.8851
1.8381,8.508,11.885
1.8383,8.5073,11.8849
1.8383,8.5073,11.8865
1.8381,8.5074,11.8915
1.8383,8.5073,11.8916
1.8386,8.5074,11.8923
1.8385,8.5084,11.8928
1.8384,8.5082,11.8927
1.8385,8.5091,11.8934
1.8384,8.5089,11.8933
1.8387,8.5091,11.8927
1.8387,8.51,11.8928
1.8387,8.51,11.8923
1.8387,8.5097,11.892
1.8387,8.5091,11.8912
1.8385,8.5088,11.8912
1.8386,8.509,11.892
1.8385,8.5091,11.8919
1.8387,8.5088,11.8966
1.8394,8.5089,11.8992
1.8392,8.5091,11.9005
1.8392,8.5084,11.9007
1.8392,8.5089,11.9055
1.84,8.512,11.9052
1.8399,8.5117,11.9053
1.8399,8.5126,11.9041
1.8397,8.5128,11.9042
1.8395,8.5151,11.9039
1.8398,8.5156,11.905
1.8402,8.5152,11.9048
1.8402,8.5147,11.9039
1.8404,8.5145,11.908
1.8406,8.5142,11.9094
1.8413,8.5156,11.9091
1.8413,8.5156,11.9082
1.8415,8.5157,11.9033
1.8414,8.5167,11.9037
1.8411,8.5177,11.9051
1.8407,8.5183,11.9047
1.8405,8.5181,11.9025
1.8407,8.5178,11.8989
1.8404,8.5183,11.9008
1.8405,8.5183,11.9024
1.8413,8.5172,11.9037
1.8416,8.5167,11.9027
1.8412,8.5154,11.9051
1.8418,8.5162,11.9011
1.842,8.5167,11.9008
1.8419,8.5156,11.8998
1.8422,8.5154,11.8998
1.8422,8.5176,11.8994
1.8427,8.5179,11.8969
1.843,8.5177,11.8936
1.8432,8.5168,11.8932
1.8425,8.5163,11.8938
1.8426,8.5165,11.8985
1.8424,8.515,11.898
1.8426,8.5136,11.9023
1.8426,8.5126,11.9021
1.843,8.5128,11.901
1.8429,8.5133,11.902
1.843,8.5129,11.9016
1.8429,8.5139,11.9017
1.843,8.514,11.9019
1.8429,8.5133,11.9012
1.8426,8.5136,11.9009
1.8428,8.5138,11.9012
1.8427,8.5139,11.9035
1.8428,8.5141,11.9043
1.8428,8.5136,11.9054
1.8425,8.5134,11.9051
1.8423,8.5133,11.9052
1.8427,8.5146,11.9058
1.8429,8.5141,11.9068
1.8428,8.514,11.9078
1.8431,8.514,11.9032
1.843,8.5141,11.9014
1.8431,8.5144,11.9005
1.843,8.5153,11.9021
1.8434,8.5163,11.903
1.8435,8.5163,11.903
1.8433,8.5157,11.9019
1.844,8.5155,11.9004
1.8444,8.5163,11.8999
1.8441,8.5167,11.8997
1.844,8.5165,11.902
1.844,8.5156,11.9033
1.8438,8.5146,11.9011
1.8436,8.5139,11.9015
1.8434,8.5133,11.9013
1.8433,8.5133,11.8986
1.8434,8.5136,11.8978
1.8436,8.5132,11.8989
1.8437,8.5139,11.9058
1.8438,8.5138,11.9063
1.8439,8.5134,11.9061
1.8437,8.514,11.9058
1.8436,8.5145,11.9024
1.8434,8.5135,11.9005
1.8433,8.5138,11.9047
1.8438,8.5139,11.9095
1.8446,8.5134,11.9178
1.8455,8.5124,11.9121
1.8448,8.5138,11.9066
1.8442,8.5168,11.9042
1.8447,8.5183,11.9024
1.8447,8.5184,11.8997
1.8444,8.5172,11.9022
1.8445,8.5155,11.9021
1.8442,8.5148,11.9012
1.8446,8.514,11.8997
1.8445,8.5127,11.8982
1.8445,8.5124,11.9026
1.844,8.5113,11.907
1.8432,8.5111,11.903
1.8424,8.5102,11.9045
1.8418,8.5114,11.9051
1.8414,8.5097,11.9047
1.8413,8.5102,11.9035
1.8413,8.5097,11.9022
1.8413,8.5114,11.9051
1.8414,8.5122,11.9026
1.8416,8.5128,11.902
1.8421,8.5134,11.8994
1.8422,8.5147,11.9005
1.8421,8.5167,11.9015
1.842,8.5171,11.9119
1.8421,8.515,11.9193
1.8431,8.5133,11.9141
1.8423,8.512,11.9125
1.8423,8.5099,11.9125
1.8429,8.5143,11.9165
1.8429,8.5175,11.9137
1.8421,8.514,11.9174
1.8412,8.5142,11.9227
1.8415,8.5139,11.9212
1.8416,8.5149,11.9188
1.8408,8.5119,11.9172
1.8405,8.5143,11.921
1.8413,8.5156,11.9222
1.8415,8.5149,11.9207
1.8414,8.5146,11.9172
1.8412,8.5126,11.9154
1.8406,8.5147,11.9156
1.8408,8.5158,11.9126
1.8407,8.5147,11.916
1.8405,8.5141,11.9179
1.8404,8.5134,11.9146
1.8406,8.5142,11.9207
1.8413,8.5134,11.9177
1.8413,8.5142,11.915
1.841,8.5148,11.9122
1.8409,8.5153,11.9129
1.841,8.5181,11.916
1.8412,8.5181,11.9107
1.841,8.5167,11.9143
1.8409,8.5143,11.9119
1.8407,8.514,11.9146
1.8409,8.5146,11.9188
1.8407,8.5135,11.9356
1.8411,8.5125,11.931
1.8411,8.5126,11.9286
1.8416,8.5112,11.9301
1.8421,8.5112,11.9304
1.8424,8.5158,11.9316
1.8421,8.5161,11.9296
1.8424,8.5196,11.9221
1.8422,8.5192,11.9187
1.842,8.5229,11.9205
1.8425,8.5226,11.9191
1.8435,8.5214,11.9257
1.8434,8.5184,11.9322
1.8436,8.5179,11.9332
1.8438,8.519,11.927
1.844,8.5194,11.9317
1.844,8.5215,11.9364
1.8442,8.5233,11.9321
1.8434,8.522,11.9312
1.843,8.5218,11.9339
1.8437,8.5237,11.9364
1.8436,8.5234,11.9383
1.8437,8.5208,11.9322
1.843,8.5209,11.9337
1.8432,8.5267,11.9316
1.8435,8.5264,11.9289
1.8434,8.5273,11.9259
1.8436,8.5244,11.9239
1.8436,8.5252,11.9228
1.8428,8.5259,11.9245
1.8433,8.5239,11.9246
1.8437,8.5233,11.9203
1.844,8.5239,11.9172
1.8444,8.5236,11.9151
1.8443,8.5237,11.9222
1.844,8.5243,11.9257
1.844,8.5217,11.9256
1.8442,8.5193,11.9286
1.8443,8.5183,11.9298
1.8444,8.5227,11.9263
1.8435,8.5237,11.9202
1.8435,8.5213,11.9228
1.844,8.5226,11.9228
1.844,8.5236,11.9206
1.8428,8.5215,11.9216
1.8431,8.5211,11.9285
1.8432,8.524,11.9302
1.8431,8.5239,11.9321
1.8427,8.5232,11.9334
1.8439,8.5246,11.9333
1.8436,8.5262,11.933
1.8435,8.5279,11.9296
1.8441,8.5274,11.9289
1.844,8.5283,11.9305
1.8445,8.5261,11.9232
1.8437,8.5252,11.9339
1.8439,8.5252,11.9362
1.8445,8.5258,11.935
1.8444,8.5279,11.9351
1.8445,8.526,11.9358
1.8445,8.5269,11.934
1.844,8.5281,11.9321
1.844,8.5288,11.932
1.8436,8.5293,11.9316
1.8436,8.5303,11.9338
1.8436,8.5274,11.9322
1.8436,8.5274,11.9287
1.8433,8.5283,11.9258
1.8426,8.5285,11.9231
1.8432,8.5268,11.9267
1.8435,8.527,11.9251
1.8434,8.5269,11.9181
1.8426,8.5259,11.9155
1.8421,8.5266,11.9186
1.8424,8.5288,11.914
1.8427,8.5273,11.9153
1.8427,8.5232,11.9181
1.8428,8.5202,11.9169
1.8425,8.5209,11.9197
1.8418,8.5207,11.9184
1.8417,8.5204,11.9161
1.8418,8.5203,11.9211
1.8421,8.5202,11.9221
1.8419,8.5216,11.9221
1.8419,8.5218,11.9214
1.8415,8.5219,11.9223
1.8417,8.523,11.9227
1.8417,8.5239,11.9224
1.8419,8.5236,11.9239
1.8424,8.5226,11.9244
1.8424,8.524,11.9219
1.8425,8.524,11.9199
1.8423,8.5235,11.9236
1.8422,8.5218,11.9245
1.842,8.5231,11.9235
1.842,8.5237,11.9246
1.8423,8.5239,11.9263
1.8422,8.5233,11.9251
1.8421,8.5245,11.9248
1.8417,8.5253,11.9235
1.8418,8.5268,11.926
1.8419,8.5279,11.9261
1.8416,8.528,11.9233
1.8414,8.5281,11.9242
1.841,8.5282,11.929
1.8412,8.5302,11.9267
1.8414,8.5302,11.9237
1.8415,8.5274,11.9236
1.8414,8.5269,11.9191
1.841,8.5275,11.9162
1.8405,8.5278,11.9152
1.8402,8.5264,11.9159
1.8402,8.5265,11.9169
1.8402,8.5254,11.918
1.8405,8.5223,11.9197
1.8408,8.5216,11.9238
1.8409,8.5225,11.9237
1.8409,8.5231,11.925
1.8408,8.5239,11.9246
1.8408,8.5251,11.9282
1.8413,8.5281,11.9226
1.8423,8.5279,11.92
1.8412,8.5285,11.9173
1.8413,8.5283,11.9184
1.841,8.5319,11.9204
1.841,8.5247,11.9194
1.8409,8.5269,11.9201
1.841,8.5274,11.9198
1.8409,8.5256,11.9197
1.8408,8.5265,11.9195
1.8407,8.5255,11.92
1.841,8.527,11.9241
1.8413,8.5269,11.9245
1.8413,8.5269,11.9241
1.8419,8.5263,11.9236
1.8419,8.5283,11.9229
1.8418,8.5286,11.9209
1.8418,8.5279,11.9214
1.8414,8.5278,11.9225
1.8413,8.5276,11.9225
1.8412,8.527,11.9252
1.8413,8.5257,11.9226
1.8412,8.5258,11.9211
1.8413,8.5263,11.9204
1.8413,8.5264,11.9214
1.8409,8.5265,11.9228
1.841,8.5251,11.9231
1.8407,8.5241,11.9223
1.8406,8.5234,11.9224
1.8407,8.5236,11.9223
1.8402,8.5238,11.9218
1.8402,8.5238,11.9233
1.8409,8.5234,11.9231
1.8407,8.524,11.9245
1.8406,8.5242,11.9246
1.8403,8.5239,11.9229
1.841,8.5242,11.9231
1.8412,8.5238,11.9243
1.8411,8.5241,11.9236
1.8412,8.5241,11.925
1.8408,8.5238,11.9242
1.8405,8.524,11.9241
1.8408,8.5249,11.925
1.8404,8.5256,11.9251
1.8399,8.524,11.924
1.8395,8.5242,11.9231
1.8395,8.5239,11.925
1.84,8.5248,11.9262
1.8408,8.5249,11.9253
1.8415,8.5236,11.9249
1.8413,8.5235,11.9243
1.8403,8.5252,11.9248
1.8412,8.5243,11.9244
1.8409,8.5249,11.9232
1.84,8.5241,11.9241
1.8396,8.5236,11.9234
1.8396,8.5239,11.9236
1.8395,8.524,11.9247
1.8398,8.5233,11.9245
1.8398,8.5239,11.9252
1.8398,8.5235,11.9239
1.8398,8.5238,11.9223
1.8399,8.5239,11.9222
1.8398,8.5242,11.9221
1.8401,8.5245,11.9222
1.8401,8.5247,11.9229
1.8404,8.524,11.9229
1.8405,8.5244,11.9228
1.8405,8.5241,11.9227
1.8407,8.5248,11.9225
1.8412,8.525,11.9222
1.8416,8.5255,11.922
1.8415,8.5251,11.9222
1.8413,8.5253,11.9225
1.8409,8.5249,11.9232
1.8408,8.5249,11.9236
1.8406,8.5244,11.9226
1.8406,8.5244,11.9221
1.8401,8.5244,11.9219
1.8403,8.5245,11.9223
1.8404,8.525,11.9213
1.8402,8.5252,11.9216
1.8402,8.5251,11.9178
1.8403,8.5245,11.9171
1.8406,8.5247,11.9173
1.8407,8.5248,11.9169
1.8405,8.525,11.9182
1.8405,8.5241,11.9194
1.8403,8.5243,11.9197
1.8401,8.5243,11.9198
1.8401,8.5238,11.9189
1.8403,8.5243,11.919
1.8402,8.5243,11.9185
1.8405,8.5241,11.9173
1.8408,8.5247,11.9147
1.8406,8.5245,11.9146
1.8411,8.5242,11.9131
1.8411,8.5244,11.9125
1.8406,8.5241,11.9143
1.8407,8.5226,11.9149
1.8407,8.5237,11.9156
1.8404,8.5239,11.9153
1.8401,8.5238,11.9158
1.8404,8.5238,11.9157
1.8403,8.5237,11.9154
1.8403,8.5239,11.9154
1.8405,8.5237,11.9145
1.841,8.5233,11.9162
1.8408,8.523,11.9184
1.8411,8.5231,11.9192
1.8415,8.5231,11.9189
1.8411,8.5226,11.9157
1.8408,8.523,11.9147
1.8411,8.5235,11.9186
1.8413,8.5241,11.9129
1.8409,8.5239,11.9134
1.8405,8.5213,11.9099
1.8405,8.5225,11.9041
1.8406,8.5229,11.9064
1.8408,8.5226,11.9101
1.8405,8.523,11.911
1.8409,8.52,11.9119
1.841,8.5182,11.9086
1.8409,8.5177,11.9079
1.841,8.5201,11.9077
1.8416,8.5223,11.9054
1.8415,8.5216,11.9266
1.8416,8.5213,11.9448
1.8413,8.5233,11.9359
1.8413,8.5269,11.9657
1.8416,8.5257,11.9939
1.8409,8.5233,11.9708
1.8402,8.5219,11.9596
1.8395,8.5193,11.961
1.8389,8.5198,11.9602
1.8392,8.5182,11.9683
1.8395,8.5141,11.9712
1.8392,8.5116,11.9691
1.8388,8.5109,11.9709
1.8394,8.5132,11.9677
1.8391,8.5138,11.9774
1.8397,8.513,11.9776
1.84,8.5104,11.9732
1.8401,8.5097,11.9731
1.8403,8.5084,11.9678
1.84,8.5102,11.9701
1.8408,8.5123,11.9689
1.8413,8.5116,11.9604
1.8416,8.5114,11.9602
1.8414,8.5085,11.9646
1.8412,8.5106,11.9639
1.8411,8.5112,11.958
1.8412,8.5125,11.9598
1.8405,8.5124,11.9668
1.8402,8.5151,11.9668
1.8404,8.5149,11.967
1.8414,8.5126,11.9642
1.8414,8.5149,11.9677
1.842,8.5153,11.9675
1.8418,8.5162,11.9636
1.8417,8.5199,11.9692
1.8414,8.5206,11.9719
1.8419,8.5232,11.9677
1.842,8.5236,11.9677
1.8415,8.5237,11.9683
1.8418,8.5254,11.9722
1.842,8.5275,11.975
1.8425,8.5263,11.9776
1.8421,8.5265,11.9751
1.842,8.527,11.9758
1.8425,8.5289,11.9771
1.8423,8.533,11.9758
1.8423,8.5326,11.9712
1.8414,8.5335,11.9695
1.8414,8.5336,11.9668
1.8414,8.5338,11.97
1.8414,8.5317,11.9756
1.8415,8.531,11.9836
1.8422,8.5309,11.9818
1.8428,8.53,11.9843
1.8432,8.5311,11.9878
1.8436,8.5322,11.9862
1.8438,8.5359,11.9924
1.8446,8.5376,11.9953
1.8452,8.545,11.9957
1.8458,8.5452,11.9963
1.8449,8.5455,12.0006
1.8463,8.5469,12.011
1.8468,8.549,12.0012
1.8456,8.5492,12.0095
1.8458,8.5462,12.0079
1.8461,8.5505,11.9968
1.845,8.5599,11.9948
1.8448,8.5454,11.9946
1.845,8.5475,12.0017
1.8453,8.5472,12.0008
1.8453,8.5333,11.9978
1.8447,8.5325,11.9985
1.8446,8.5376,11.9957
1.8443,8.5399,11.9965
1.8446,8.5412,11.9998
1.8455,8.5418,11.9997
1.8456,8.5409,11.9989
1.8443,8.537,12.0058
1.8457,8.5411,12.0149
1.8463,8.5432,12.017
1.8469,8.543,12.0152
1.8462,8.5432,12.023
1.8461,8.5506,12.019
1.8454,8.5538,12.0148
1.8451,8.5646,12.0168
1.8443,8.5694,12.0155
1.843,8.5744,12.0104
1.8429,8.5691,12.0194
1.8446,8.5697,12.0214
1.8454,8.5678,12.0219
1.8453,8.5658,12.0196
1.8442,8.5642,12.0239
1.8426,8.5715,12.0281
1.8428,8.5717,12.0346
1.8433,8.5721,12.0399
1.8433,8.5621,12.0416
1.8429,8.559,12.0391
1.8426,8.5624,12.0424
1.8426,8.5605,12.0465
1.8424,8.5628,12.0487
1.8423,8.5628,12.0489
1.8425,8.5614,12.0643
1.8426,8.5552,12.0591
1.8426,8.5572,12.0803
1.8425,8.5576,12.0853
1.8425,8.5579,12.0959
1.8425,8.56,12.0913
1.8409,8.5595,12.089
1.841,8.5589,12.0841
1.8411,8.5584,12.0801
1.8415,8.5567,12.0735
1.8414,8.5547,12.063
1.8412,8.5571,12.0648
1.8417,8.5566,12.0645
1.8418,8.5568,12.0604
1.8418,8.5553,12.0603
1.842,8.5494,12.0613
1.8419,8.551,12.0601
1.8418,8.5511,12.0621
1.8416,8.5522,12.0578
1.8418,8.5547,12.0629
1.8422,8.5542,12.0609
1.8426,8.5568,12.0604
1.8425,8.5553,12.0584
1.8423,8.5562,12.0611
1.8422,8.5575,12.0626
1.8423,8.5593,12.0579
1.8418,8.5595,12.0539
1.8418,8.5593,12.0541
1.8424,8.5589,12.05
1.8424,8.5575,12.0524
1.8422,8.5567,12.0534
1.8424,8.5569,12.0529
1.8423,8.5593,12.0514
1.842,8.5585,12.0512
1.8419,8.5588,12.0537
1.8424,8.5609,12.0507
1.8428,8.5611,12.0558
1.8434,8.5609,12.0567
1.8435,8.5614,12.0545
1.8434,8.5613,12.0559
1.8433,8.5615,12.0577
1.8435,8.5617,12.0608
1.8433,8.5627,12.0576
1.8432,8.5624,12.0616
1.8432,8.563,12.0599
1.8431,8.5647,12.0594
1.8431,8.5639,12.0571
1.8432,8.5621,12.0585
1.8433,8.562,12.0581
1.8434,8.561,12.0563
1.8432,8.5606,12.0597
1.8433,8.5604,12.0567
1.843,8.5597,12.0566
1.8428,8.5591,12.0533
1.8427,8.5596,12.051
1.8427,8.5602,12.0503
1.8424,8.5582,12.0509
1.8424,8.5589,12.049
1.8423,8.5594,12.0501
1.8421,8.5591,12.0512
1.8421,8.5589,12.0531
1.8424,8.5591,12.0477
1.8421,8.5573,12.0525
1.8419,8.5573,12.0526
1.842,8.5573,12.052
1.8418,8.5589,12.052
1.8418,8.5617,12.052
1.8419,8.5613,12.0531
1.8423,8.5611,12.0504
1.842,8.5601,12.0489
1.8416,8.5578,12.0489
1.8413,8.5606,12.0369
1.8413,8.5618,12.0401
1.8418,8.5612,12.0409
1.842,8.5606,12.0415
1.8419,8.5607,12.0407
1.8419,8.56,12.0408
1.8418,8.5617,12.0407
1.8418,8.5628,12.0409
1.8415,8.5624,12.0417
1.8415,8.5621,12.0409
1.8413,8.5623,12.0411
1.8414,8.5618,12.0404
1.8415,8.5622,12.0398
1.8413,8.5622,12.0387
1.8417,8.5618,12.0422
1.8414,8.5619,12.043
1.8415,8.5616,12.0425
1.8413,8.5615,12.0415
1.8413,8.5618,12.0427
1.8412,8.5619,12.0422
1.8411,8.5625,12.042
1.8413,8.5621,12.0431
1.8419,8.5617,12.0423
1.8418,8.5618,12.0432
1.8416,8.5615,12.044
1.8416,8.5614,12.0494
1.842,8.5616,12.0492
1.8421,8.5611,12.05
1.8422,8.5621,12.0526
1.8421,8.5619,12.0513
1.8419,8.5618,12.0523
1.8422,8.563,12.0525
1.8428,8.5633,12.0519
1.8429,8.5633,12.0534
1.8429,8.5624,12.0526
1.8422,8.562,12.051
1.8422,8.562,12.0515
1.8423,8.5616,12.054
1.8422,8.5624,12.0539
1.8424,8.5621,12.0537
1.843,8.5611,12.0533
1.8431,8.5611,12.0534
1.8434,8.5625,12.0581
1.8448,8.5624,12.0592
1.8458,8.5623,12.06
1.8453,8.5622,12.0592
1.8455,8.5623,12.0586
1.8449,8.565,12.0584
1.844,8.566,12.0572
1.8446,8.5673,12.0573
1.8456,8.5671,12.0562
1.844,8.5662,12.0556
1.8437,8.5661,12.0552
1.8441,8.5652,12.0568
1.8443,8.5653,12.055
1.8438,8.5646,12.0554
1.8434,8.5641,12.0553
1.843,8.5639,12.0538
1.8434,8.5639,12.0548
1.8434,8.563,12.0529
1.8433,8.5639,12.048
1.8428,8.5641,12.0468
1.8423,8.5645,12.0477
1.843,8.5645,12.0449
1.843,8.5641,12.0485
1.8432,8.5633,12.0481
1.8438,8.5631,12.0507
1.8437,8.5641,12.0507
1.844,8.564,12.05
1.8441,8.565,12.0522
1.8441,8.5655,12.0513
1.8441,8.5658,12.0513
1.8435,8.566,12.0503
1.8436,8.5661,12.05
1.844,8.5667,12.0534
1.844,8.5672,12.0548
1.8438,8.567,12.0465
1.8437,8.5661,12.0464
1.8434,8.566,12.046
1.8436,8.5656,12.0406
1.8437,8.5666,12.0473
1.8436,8.5663,12.0434
1.8435,8.5661,12.045
1.8433,8.5655,12.0446
1.8433,8.5654,12.0399
1.8435,8.5644,12.0424
1.844,8.5635,12.0451
1.8444,8.5637,12.0428
1.8445,8.5639,12.0457
1.8449,8.5638,12.0433
1.8448,8.5647,12.0429
1.8451,8.5664,12.0614
1.8452,8.566,12.0595
1.8455,8.5668,12.0606
1.8454,8.566,12.0656
1.8447,8.5655,12.066
1.8455,8.5656,12.067
1.8458,8.566,12.0697
1.8461,8.566,12.0692
1.8459,8.566,12.0675
1.8458,8.566,12.0709
1.8458,8.5679,12.0703
1.846,8.5693,12.0737
1.8458,8.5693,12.0727
1.8443,8.5695,12.0709
1.8441,8.5723,12.0684
1.8438,8.5733,12.0653
1.8434,8.5735,12.0684
1.8437,8.5693,12.0599
1.8436,8.5694,12.0683
1.8443,8.5682,12.0689
1.8443,8.5681,12.0694
1.8442,8.5711,12.0672
1.8442,8.5709,12.0631
1.8436,8.5777,12.0666
1.8442,8.5769,12.0762
1.8431,8.5742,12.0725
1.8423,8.5732,12.0681
1.8417,8.5743,12.0725
1.8412,8.5752,12.0982
1.8418,8.5729,12.1107
1.8411,8.5711,12.0981
1.8403,8.5685,12.1034
1.8399,8.5653,12.1156
1.8399,8.5667,12.1195
1.8401,8.5654,12.1186
1.8408,8.5622,12.1259
1.8409,8.5616,12.1267
1.8405,8.5622,12.116
1.8396,8.5623,12.0662
1.8308,8.5632,12.0685
1.8318,8.5667,12.0626
1.8317,8.5668,12.0555
1.8321,8.5606,12.0575
1.8306,8.5231,12.0587
1.8317,8.5264,12.0571
1.8314,8.5265,12.0468
1.8297,8.5301,12.0456
1.8282,8.5267,12.0492
1.828,8.5297,12.0448
1.8279,8.5292,12.0412
1.8271,8.5232,12.0316
1.8268,8.5183,12.0303
1.8269,8.5176,12.0311
1.8271,8.5166,12.0317
1.8272,8.5141,12.0296
1.8264,8.5107,12.0257
1.8262,8.5086,12.0147
1.8252,8.5094,12.0143
1.8244,8.5109,12.0122
1.8249,8.5087,12.0157
1.8254,8.5071,12.0126
1.8254,8.502,12.0111
1.8252,8.5024,12.0094
1.8249,8.5028,12.0105
1.8249,8.5042,12.0083
