gbpaud,gbpdkk,gbpsek
1.8249,8.5036,12.0001
1.824,8.5015,11.9961
1.8237,8.4995,11.9931
1.8221,8.499,11.9848
1.8213,8.4978,11.9888
1.8219,8.4945,12.0015
1.8228,8.4913,12.0029
1.8229,8.4868,11.9968
1.8231,8.4792,11.9939
1.8224,8.4834,11.999
1.822,8.4886,11.9948
1.8219,8.4892,11.9926
1.8218,8.4902,11.993
1.8217,8.4907,11.9957
1.822,8.4933,11.9982
1.8215,8.491,11.9935
1.8208,8.4916,11.9918
1.821,8.4927,11.9937
1.8225,8.4935,11.993
1.8228,8.4936,11.9956
1.8233,8.4909,12.0014
1.8252,8.4901,11.9952
1.8229,8.4946,11.997
1.8231,8.4945,11.9847
1.822,8.4971,11.9785
1.8213,8.5006,11.9693
1.82,8.4978,11.9645
1.8202,8.499,11.9634
1.8203,8.4935,11.9602
1.8206,8.491,11.9549
1.8207,8.4854,11.9639
1.8219,8.4827,11.97
1.8228,8.4832,11.9755
1.8228,8.484,11.9769
1.8228,8.4852,11.9853
1.8234,8.4895,11.9824
1.823,8.4904,11.978
1.8228,8.4911,11.9789
1.823,8.4891,11.9817
1.823,8.4979,11.982
1.8231,8.4974,11.984
1.8231,8.4951,11.9825
1.8229,8.496,11.9847
1.8229,8.4962,11.9882
1.8233,8.4966,11.9937
1.824,8.4896,11.9934
1.8244,8.4888,11.991
1.8242,8.49,11.9789
1.8234,8.4894,11.9792
1.8239,8.489,11.9822
1.8237,8.4889,11.9753
1.823,8.4851,11.9706
1.8232,8.4812,11.9684
1.8224,8.4859,11.9686
1.8225,8.4881,11.9649
1.8221,8.493,11.9633
1.8218,8.4925,11.9628
1.8214,8.49,11.9638
1.8213,8.4869,11.9625
1.8217,8.4843,11.9645
1.8221,8.4838,11.9734
1.8218,8.4829,11.9668
1.8216,8.4838,11.9647
1.8215,8.483,11.967
1.8219,8.4831,11.9676
1.8221,8.4817,11.9676
1.8218,8.4789,11.9689
1.8212,8.4796,11.9723
1.821,8.4804,11.9724
1.8211,8.4811,11.9695
1.8211,8.4804,11.9692
1.8212,8.4774,11.9676
1.8209,8.4784,11.9701
1.8211,8.478,11.9688
1.8208,8.4782,11.9645
1.8203,8.4782,11.9609
1.8202,8.4774,11.9605
1.8203,8.4763,11.9612
1.8201,8.4756,11.9652
1.8205,8.4738,11.9653
1.8203,8.4736,11.9681
1.8199,8.4734,11.9712
1.8195,8.474,11.9708
1.8198,8.4768,11.9691
1.8197,8.477,11.9695
1.8196,8.4768,11.9677
1.8193,8.4781,11.9676
1.8194,8.478,11.9674
1.8198,8.4762,11.9683
1.8199,8.476,11.9641
1.8196,8.4756,11.962
1.8198,8.4761,11.9614
1.8197,8.4771,11.9606
1.8197,8.4776,11.9584
1.8196,8.4761,11.9553
1.8195,8.476,11.9502
1.8191,8.4764,11.9484
1.8185,8.4764,11.9501
1.8187,8.476,11.9473
1.8183,8.4758,11.9433
1.818,8.4743,11.9426
1.818,8.4732,11.9377
1.8182,8.4731,11.938
1.8178,8.4719,11.9372
1.8182,8.4698,11.9361
1.8179,8.4698,11.934
1.8181,8.469,11.9326
1.8179,8.4688,11.9326
1.8178,8.4681,11.9336
1.818,8.4685,11.9328
1.818,8.4672,11.9313
1.818,8.4655,11.932
1.8178,8.4649,11.9328
1.8178,8.4645,11.9323
1.8178,8.4643,11.93
1.8182,8.4641,11.9291
1.818,8.4638,11.927
1.8176,8.4584,11.9285
1.8176,8.458,11.929
1.8179,8.4618,11.9322
1.818,8.4616,11.9276
1.818,8.4603,11.916
1.8172,8.4605,11.9259
1.8181,8.4613,11.9053
1.818,8.4629,11.9142
1.8178,8.4628,11.9111
1.8175,8.4614,11.9088
1.8174,8.4642,11.9097
1.8174,8.4636,11.909
1.8174,8.4626,11.9132
1.8176,8.462,11.9175
1.8178,8.4607,11.9164
1.8178,8.4607,11.9203
1.8178,8.4606,11.9323
1.8176,8.4603,11.9362
1.8177,8.4605,11.938
1.8174,8.4558,11.9404
1.8178,8.4605,11.9415
1.8176,8.4607,11.9448
1.8174,8.4623,11.9432
1.8176,8.4622,11.9444
1.8175,8.4633,11.9442
1.8174,8.4647,11.9341
1.8179,8.4632,11.9287
1.8178,8.4629,11.9356
1.8179,8.4638,11.9397
1.8179,8.4638,11.9396
1.8178,8.4638,11.9383
1.8181,8.4641,11.9402
1.8181,8.4638,11.9391
1.8181,8.4638,11.9389
1.8183,8.4622,11.9392
1.8183,8.4623,11.939
1.818,8.4628,11.9386
1.818,8.4628,11.9374
1.8181,8.4628,11.9369
1.8175,8.4627,11.9381
1.8178,8.4627,11.9379
1.8179,8.4625,11.9365
1.8174,8.4618,11.9332
1.8177,8.4609,11.9334
1.8175,8.4606,11.9319
1.8179,8.46,11.932
1.8178,8.4593,11.9371
1.8172,8.4594,11.9373
1.8175,8.4597,11.9358
1.8176,8.46,11.9369
1.8176,8.4602,11.9368
1.8178,8.4588,11.9371
1.8179,8.459,11.9411
1.8175,8.4592,11.9421
1.8176,8.4586,11.9409
1.8181,8.4583,11.9418
1.8181,8.4585,11.9422
1.8178,8.4586,11.9417
1.8176,8.459,11.9426
1.8186,8.4593,11.9402
1.8194,8.4604,11.9394
1.8193,8.4604,11.9382
1.8195,8.4607,11.94
1.8194,8.4609,11.9388
1.8188,8.4607,11.9399
1.819,8.4603,11.9406
1.8192,8.4609,11.9416
1.8192,8.4607,11.9417
1.8193,8.4596,11.943
1.8192,8.4586,11.9448
1.8195,8.4591,11.9427
1.8212,8.4588,11.9398
1.8213,8.4593,11.9411
1.8213,8.4594,11.942
1.8213,8.4597,11.942
1.8214,8.4599,11.9407
1.8218,8.46,11.9407
1.8221,8.4617,11.9382
1.8221,8.4617,11.9382
1.8219,8.4615,11.9407
1.8219,8.4628,11.942
1.8217,8.4631,11.9429
1.8211,8.4633,11.9429
1.8211,8.4621,11.9443
1.8215,8.462,11.9443
1.8218,8.4613,11.9444
1.822,8.4612,11.9443
1.8217,8.4622,11.9464
1.8216,8.4633,11.9464
1.8214,8.464,11.9483
1.8214,8.4641,11.9432
1.8217,8.4647,11.9434
1.8215,8.4648,11.9422
1.8213,8.4649,11.9422
1.8215,8.4651,11.9442
1.8214,8.4663,11.9452
1.8211,8.4661,11.9416
1.8212,8.4654,11.94
1.8214,8.4653,11.938
1.8211,8.4654,11.9381
1.8212,8.4654,11.9404
1.8211,8.4651,11.9416
1.8212,8.4651,11.9388
1.8211,8.4652,11.9385
1.8213,8.4649,11.9389
1.8213,8.4645,11.9377
1.8211,8.4643,11.9452
1.8207,8.4642,11.9456
1.8204,8.4643,11.9415
1.8207,8.4641,11.9381
1.8206,8.4637,11.9371
1.8212,8.4622,11.9319
1.8214,8.462,11.9312
1.8217,8.4618,11.926
1.8217,8.4619,11.9217
1.8219,8.463,11.9155
1.8217,8.4638,11.9166
1.8218,8.4651,11.9161
1.8212,8.464,11.9144
1.8213,8.4637,11.9133
1.8212,8.4626,11.9207
1.8209,8.4624,11.9239
1.8209,8.4584,11.9312
1.8208,8.4562,11.9347
1.8204,8.4557,11.9313
1.8216,8.4535,11.9302
1.8217,8.4531,11.9331
1.8219,8.4522,11.935
1.8214,8.4504,11.9367
1.8207,8.4539,11.9367
1.8198,8.4551,11.9342
1.8202,8.4556,11.9321
1.8204,8.4553,11.9329
1.8207,8.4549,11.9306
1.8206,8.4543,11.9301
1.8206,8.4564,11.9291
1.8198,8.458,11.9265
1.8211,8.4576,11.9238
1.8215,8.4579,11.92
1.8209,8.4584,11.9194
1.8208,8.4551,11.9213
1.8221,8.4557,11.9219
1.8224,8.4588,11.9237
1.8217,8.4587,11.921
1.8209,8.4568,11.9151
1.8212,8.4593,11.9165
1.8212,8.4598,11.917
1.8214,8.4576,11.9129
1.8208,8.4566,11.9133
1.8198,8.4573,11.9136
1.8197,8.4582,11.9163
1.8192,8.4593,11.9163
1.8193,8.4564,11.9133
1.819,8.4529,11.9103
1.8192,8.4532,11.9102
1.8184,8.4538,11.9104
1.8184,8.4526,11.9063
1.8178,8.4516,11.9101
1.8174,8.4527,11.9154
1.8179,8.4538,11.9246
1.8177,8.4539,11.9232
1.8175,8.4503,11.9208
1.8174,8.4483,11.9214
1.8176,8.4483,11.9211
1.8182,8.4484,11.9262
1.819,8.4408,11.9251
1.8188,8.4465,11.9241
1.8187,8.4474,11.9224
1.8184,8.4503,11.9199
1.8185,8.4534,11.9184
1.8184,8.4541,11.9186
1.8176,8.4543,11.9259
1.8181,8.4541,11.9305
1.8182,8.4562,11.9324
1.8188,8.4559,11.9344
1.819,8.4541,11.9344
1.8196,8.453,11.9357
1.8198,8.4536,11.9387
1.82,8.4572,11.9403
1.8201,8.4565,11.9405
1.8201,8.4588,11.9398
1.82,8.4608,11.94
1.8201,8.4621,11.9356
1.8203,8.4647,11.9356
1.8201,8.4648,11.9396
1.8202,8.4647,11.942
1.8205,8.4671,11.9424
1.8205,8.4677,11.9441
1.8201,8.4677,11.9442
1.8203,8.4679,11.9455
1.8207,8.4699,11.9459
1.8207,8.4691,11.9471
1.8213,8.4674,11.948
1.822,8.4691,11.9523
1.8222,8.4706,11.9602
1.8219,8.4701,11.9628
1.8217,8.4707,11.9621
1.8216,8.4706,11.9629
1.8221,8.4718,11.9654
1.8226,8.472,11.9701
1.8223,8.472,11.9716
1.822,8.4718,11.9718
1.8224,8.4719,11.972
1.8218,8.4726,11.9813
1.8227,8.4718,11.9817
1.8233,8.4743,11.9795
1.8228,8.4763,11.9875
1.8228,8.472,11.9964
1.8225,8.4784,11.9958
1.8221,8.4826,12.0187
1.8217,8.4812,12.0209
1.823,8.4816,12.0264
1.8234,8.4786,12.0355
1.8231,8.4803,12.0324
1.8261,8.4791,12.0267
1.8264,8.4791,12.0454
1.825,8.4794,12.0452
1.8238,8.4801,12.0624
1.8244,8.4932,12.0592
1.8242,8.4937,12.0566
1.8261,8.4881,12.0547
1.8245,8.4868,12.0528
1.8248,8.4887,12.053
1.8247,8.4874,12.0554
1.8245,8.4943,12.0564
1.8247,8.4925,12.0594
1.8242,8.4937,12.06
1.824,8.4951,12.0571
1.8239,8.495,12.0511
1.8244,8.4933,12.0496
1.8243,8.4895,12.042
1.8245,8.49,12.0423
1.8241,8.4897,12.0412
1.823,8.4895,12.0431
1.8224,8.4893,12.0489
1.8216,8.4893,12.0459
1.8215,8.4876,12.0489
1.8222,8.4852,12.0491
1.8224,8.4836,12.0543
1.8235,8.4769,12.0544
1.8235,8.4762,12.0521
1.8242,8.4753,12.0563
1.8244,8.4769,12.057
1.8248,8.481,12.0535
1.8249,8.4789,12.0533
1.824,8.4812,12.0524
1.8242,8.4806,12.0481
1.8244,8.4797,12.0537
1.8243,8.4791,12.0533
1.8247,8.4774,12.0562
1.8249,8.479,12.0525
1.8251,8.4784,12.055
1.825,8.4769,12.0526
1.8251,8.4771,12.0525
1.8255,8.4773,12.053
1.8254,8.4771,12.0505
1.8254,8.4792,12.05
1.8255,8.4802,12.0442
1.8261,8.4811,12.0417
1.8264,8.481,12.0391
1.8264,8.4823,12.037
1.8263,8.4827,12.0353
1.8261,8.4824,12.0349
1.8262,8.4824,12.0365
1.8265,8.4805,12.0453
1.8265,8.4802,12.0442
1.8261,8.4788,12.0486
1.8258,8.4782,12.0489
1.8256,8.4765,12.049
1.8261,8.4754,12.0524
1.8262,8.4749,12.0558
1.8264,8.4747,12.0515
1.8266,8.4761,12.0485
1.8269,8.4774,12.0495
1.8274,8.4769,12.0508
1.8276,8.4808,12.0529
1.8273,8.4816,12.0516
1.8273,8.4824,12.0508
1.8278,8.4847,12.0394
1.8281,8.4853,12.0333
1.8286,8.4857,12.0302
1.828,8.4855,12.0305
1.828,8.4888,12.0314
1.8285,8.4894,12.0298
1.8282,8.4922,12.0299
1.8279,8.4914,12.0306
1.8279,8.4911,12.0308
1.8283,8.4915,12.0329
1.828,8.4901,12.0291
1.8281,8.4881,12.0325
1.8276,8.4886,12.0304
1.8278,8.4893,12.0271
1.828,8.4882,12.028
1.8277,8.4883,12.0282
1.8282,8.4874,12.0271
1.8281,8.487,12.0259
1.828,8.4882,12.0259
1.8282,8.4858,12.0249
1.8277,8.4897,12.0268
1.828,8.4891,12.0351
1.8278,8.4875,12.0395
1.8276,8.4873,12.0358
1.8277,8.4873,12.0361
1.8278,8.4889,12.0426
1.8279,8.4894,12.0433
1.8279,8.4893,12.0467
1.8276,8.4888,12.0452
1.828,8.489,12.0437
1.828,8.4892,12.0414
1.8281,8.4895,12.0413
1.8291,8.4886,12.041
1.8289,8.4889,12.0399
1.8286,8.4895,12.0399
1.8286,8.4897,12.0395
1.8286,8.4914,12.0397
1.8285,8.491,12.0409
1.8287,8.4909,12.0404
1.8283,8.4894,12.0401
1.8282,8.4895,12.0388
1.8284,8.4891,12.0391
1.8282,8.4886,12.0407
1.8283,8.4883,12.04
1.8283,8.4882,12.0408
1.828,8.4883,12.0436
1.8277,8.4892,12.0456
1.8276,8.4886,12.046
1.8274,8.4883,12.0459
1.8273,8.4873,12.0453
1.8282,8.4874,12.0454
1.828,8.4889,12.0429
1.8281,8.4886,12.0428
1.8282,8.4889,12.0421
1.8279,8.4903,12.0419
1.8278,8.4909,12.041
1.8276,8.4909,12.041
1.8276,8.4908,12.0382
1.827,8.4903,12.0371
1.8273,8.4903,12.035
1.8272,8.4896,12.0359
1.827,8.4897,12.0394
1.8272,8.4892,12.0414
1.8277,8.4888,12.0423
1.8277,8.4887,12.0408
1.8272,8.4888,12.0403
1.8271,8.4897,12.0442
1.827,8.49,12.0439
1.8267,8.4901,12.0431
1.8268,8.4902,12.0455
1.827,8.4908,12.0442
1.8272,8.4908,12.0388
1.8273,8.4901,12.039
1.8271,8.4903,12.0392
1.8267,8.4899,12.0405
1.8262,8.4898,12.042
1.826,8.4897,12.0421
1.8259,8.4895,12.0423
1.8256,8.4894,12.0423
1.8253,8.4897,12.0421
1.8253,8.4888,12.0407
1.8248,8.4885,12.0406
1.8246,8.4878,12.0413
1.8245,8.4874,12.0419
1.8245,8.4877,12.0418
1.8243,8.4876,12.0419
1.8243,8.4874,12.0354
1.8243,8.4877,12.0333
1.8244,8.4871,12.0343
1.8246,8.4864,12.0342
1.8247,8.4865,12.0356
1.8246,8.4871,12.0357
1.8244,8.4872,12.0347
1.8245,8.4871,12.0359
1.8246,8.4872,12.0365
1.8246,8.487,12.0359
1.8246,8.4871,12.0356
1.8246,8.4873,12.0358
1.8245,8.4869,12.0366
1.8244,8.4865,12.0356
1.8243,8.4869,12.0336
1.8246,8.4869,12.0336
1.8247,8.487,12.0332
1.8246,8.4871,12.0343
1.8245,8.4869,12.0353
1.8256,8.4872,12.0367
1.8245,8.4872,12.037
1.8236,8.4874,12.0376
1.8241,8.4874,12.0385
1.824,8.4874,12.0402
1.8241,8.4874,12.0384
1.8241,8.4874,12.0405
1.8242,8.4874,12.042
1.8242,8.4874,12.043
1.8243,8.4871,12.0451
1.824,8.4869,12.0428
1.8239,8.4881,12.0417
1.8238,8.4891,12.0413
1.8239,8.4898,12.0441
1.8237,8.4899,12.0431
1.8239,8.4897,12.0456
1.8235,8.4898,12.0475
1.8236,8.4897,12.0482
1.824,8.4895,12.0494
1.824,8.4885,12.0522
1.8244,8.4883,12.048
1.8252,8.488,12.0516
1.825,8.4872,12.053
1.8253,8.4879,12.0526
1.8252,8.4879,12.0568
1.8259,8.4902,12.0556
1.8261,8.49,12.0551
1.8265,8.4907,12.072
1.8262,8.4907,12.1009
1.8268,8.4904,12.1065
1.8269,8.49,12.1258
1.8265,8.491,12.1129
1.8269,8.4907,12.1055
1.8271,8.4921,12.1115
1.8276,8.4915,12.1107
1.8275,8.4887,12.1054
1.8277,8.4938,12.1279
1.8284,8.4937,12.1351
1.8284,8.4953,12.1406
1.8279,8.4948,12.1401
1.8276,8.4929,12.1386
1.8276,8.4947,12.137
1.8274,8.4948,12.13
1.8272,8.4932,12.1188
1.8273,8.4891,12.0937
1.8272,8.4899,12.0877
1.8274,8.4897,12.0798
1.8261,8.4929,12.0747
1.8249,8.4994,12.0756
1.8223,8.4994,12.0742
1.8213,8.5007,12.0761
1.8215,8.4962,12.0765
1.8216,8.4872,12.0785
1.8216,8.4768,12.077
1.8214,8.4715,12.0835
1.8209,8.47,12.0917
1.8203,8.4696,12.0975
1.8202,8.4696,12.0941
1.8212,8.4682,12.0952
1.8219,8.4648,12.0953
1.8229,8.4653,12.095
1.8241,8.465,12.0953
1.8228,8.4657,12.0961
1.8228,8.4701,12.104
1.8225,8.4761,12.0998
1.8222,8.4802,12.0928
1.8223,8.478,12.0962
1.8223,8.4788,12.1011
1.8229,8.4787,12.1009
1.8226,8.4784,12.1009
1.8223,8.4787,12.1068
1.8225,8.4756,12.1132
1.8231,8.4783,12.1157
1.8229,8.4778,12.1225
1.8224,8.4735,12.1122
1.8232,8.472,12.1113
1.8236,8.474,12.1114
1.8235,8.4736,12.1128
1.8233,8.4739,12.1186
1.8221,8.4774,12.1214
1.8211,8.4787,12.1189
1.8212,8.4791,12.1146
1.8212,8.4784,12.1055
1.821,8.4732,12.1052
1.8214,8.4682,12.1004
1.8219,8.4692,12.0973
1.822,8.469,12.0934
1.8219,8.4697,12.1012
1.8214,8.4719,12.0938
1.8213,8.4725,12.0896
1.8218,8.4728,12.0868
1.821,8.4734,12.084
1.8217,8.4729,12.0802
1.8207,8.4731,12.0823
1.82,8.4712,12.0865
1.8197,8.4688,12.0862
1.8196,8.4669,12.0857
1.8193,8.4643,12.0882
1.8191,8.4639,12.0893
1.8196,8.4621,12.0942
1.8193,8.461,12.0918
1.8194,8.4606,12.0927
1.8196,8.4607,12.0893
1.8197,8.4621,12.0823
1.8195,8.4621,12.0895
1.8187,8.4619,12.0895
1.8192,8.4628,12.0866
1.8186,8.4604,12.0834
1.8179,8.4626,12.0757
1.8198,8.4603,12.0794
1.82,8.4612,12.07
1.8194,8.458,12.0694
1.8191,8.4536,12.0705
1.8202,8.4583,12.0753
1.82,8.4585,12.083
1.8199,8.4551,12.0738
1.8208,8.4559,12.0644
1.8212,8.4547,12.0574
1.8209,8.4553,12.0503
1.8211,8.4549,12.0465
1.8208,8.4538,12.0427
1.8201,8.4585,12.0376
1.8199,8.4616,12.037
1.8197,8.4642,12.0382
1.8191,8.4612,12.0367
1.819,8.4585,12.0314
1.8182,8.4581,12.0308
1.8176,8.4565,12.0351
1.8175,8.4527,12.0331
1.8174,8.45,12.029
1.8175,8.4473,12.0346
1.8177,8.4463,12.0329
1.8177,8.4469,12.0313
1.8172,8.4468,12.0305
1.8168,8.4465,12.0294
1.8175,8.4469,12.0308
1.8174,8.4494,12.0345
1.8173,8.4485,12.0426
1.8174,8.4478,12.0437
1.817,8.4503,12.044
1.8175,8.4507,12.0437
1.8179,8.4494,12.0396
1.8181,8.4485,12.0428
1.8175,8.448,12.0407
1.8177,8.4502,12.0414
1.8175,8.4521,12.0379
1.817,8.4511,12.0421
1.8172,8.4496,12.0421
1.817,8.4509,12.0434
1.8174,8.4506,12.0469
1.8176,8.4459,12.0494
1.8179,8.4459,12.0529
1.8173,8.4438,12.0541
1.8175,8.4463,12.0589
1.8174,8.4466,12.0575
1.8176,8.4462,12.0535
1.8178,8.4449,12.0528
1.818,8.4467,12.0494
1.8181,8.4469,12.0483
1.818,8.4494,12.0495
1.818,8.4513,12.0501
1.8181,8.4519,12.0504
1.8177,8.4534,12.0484
1.8173,8.4534,12.0467
1.8172,8.4534,12.0418
1.8175,8.4532,12.0405
1.8178,8.4525,12.0397
1.8178,8.4518,12.041
1.8177,8.4529,12.0408
1.8167,8.4533,12.0477
1.817,8.4534,12.0479
1.8171,8.4532,12.0492
1.8175,8.4527,12.0497
1.8174,8.4528,12.0452
1.8176,8.4546,12.0457
1.8176,8.4558,12.0445
1.8179,8.4563,12.0463
1.8179,8.4559,12.0486
1.818,8.4555,12.0489
1.8182,8.4549,12.0491
1.8182,8.4553,12.0453
1.8181,8.456,12.0399
1.8186,8.4558,12.0389
1.8188,8.4554,12.04
1.8187,8.4555,12.0366
1.8182,8.4547,12.0371
1.8182,8.4562,12.0369
1.8182,8.4564,12.0386
1.8182,8.4568,12.0413
1.818,8.4545,12.0409
1.8178,8.4539,12.0416
1.8177,8.455,12.0438
1.8176,8.4553,12.0497
1.8175,8.455,12.021
1.8177,8.4551,12.0203
1.8175,8.4555,12.0364
1.8173,8.4551,12.0225
1.8175,8.4559,12.038
1.8173,8.4562,12.0224
1.8169,8.4563,12.0243
1.8178,8.4563,12.028
1.8173,8.457,12.0286
1.8176,8.4549,12.0293
1.8177,8.4548,12.0286
1.8178,8.4548,12.0277
1.8178,8.4555,12.028
1.8171,8.4552,12.0277
1.8172,8.4552,12.0322
1.8175,8.4563,12.034
1.8175,8.4545,12.0328
1.8174,8.4557,12.0315
1.8174,8.4548,12.0383
1.8172,8.4552,12.0342
1.8169,8.4545,12.033
1.8168,8.455,12.0332
1.8168,8.4549,12.033
1.8167,8.4551,12.0383
1.8168,8.455,12.0418
1.8172,8.4544,12.0408
1.8174,8.4537,12.0334
1.8176,8.4539,12.0324
1.8177,8.4544,12.0308
1.8176,8.4543,12.0344
1.8176,8.4546,12.0351
1.8179,8.4549,12.0354
1.8177,8.4551,12.037
1.8182,8.4549,12.0372
1.8181,8.454,12.0373
1.818,8.4537,12.0388
1.8185,8.4537,12.0331
1.8191,8.4521,12.0325
1.8185,8.4529,12.0317
1.8184,8.4529,12.0319
1.8193,8.453,12.0328
1.8188,8.4538,12.0306
1.8189,8.4544,12.0313
1.8188,8.4542,12.0318
1.8187,8.4532,12.0329
1.8182,8.454,12.0311
1.8187,8.4538,12.0315
1.8189,8.4507,12.0314
1.8192,8.4505,12.0331
1.8195,8.4514,12.033
1.8186,8.451,12.0334
1.8183,8.4507,12.0331
1.8179,8.4508,12.0347
1.818,8.4508,12.0338
1.8178,8.4508,12.033
1.8179,8.4508,12.033
1.8178,8.4508,12.0319
1.8177,8.4509,12.0313
1.8177,8.4511,12.0315
1.818,8.4515,12.0293
1.8187,8.452,12.0299
1.8185,8.4517,12.0287
1.8178,8.4515,12.0283
1.8173,8.4509,12.0266
1.8173,8.4512,12.0257
1.8172,8.451,12.0247
1.8166,8.4509,12.0241
1.8163,8.4503,12.0252
1.8157,8.4492,12.0256
1.8156,8.449,12.0272
1.8156,8.4487,12.0272
1.8158,8.4482,12.0254
1.8155,8.4468,12.025
1.8156,8.4469,12.0226
1.8155,8.4461,12.0226
1.8149,8.4459,12.0206
1.8147,8.4466,12.019
1.8144,8.4466,12.0194
1.8145,8.4471,12.0189
1.8141,8.447,12.0209
1.8142,8.446,12.0206
1.8145,8.4459,12.0222
1.8142,8.4458,12.0234
1.814,8.4453,12.0234
1.814,8.445,12.0224
1.8138,8.4451,12.0211
1.8142,8.4447,12.0224
1.8141,8.4446,12.0212
1.8139,8.4451,12.0224
1.814,8.4451,12.0213
1.8142,8.4458,12.0216
1.8143,8.4467,12.022
1.8142,8.4467,12.0227
1.8137,8.4466,12.0227
1.8137,8.446,12.0227
1.8137,8.4464,12.0225
1.8136,8.4467,12.0242
1.8135,8.4467,12.0237
1.8137,8.4469,12.0211
1.8134,8.4471,12.0197
1.8139,8.4468,12.0181
1.8143,8.4472,12.0224
1.8142,8.4473,12.0257
1.8142,8.4468,12.0243
1.8135,8.4471,12.0204
1.8139,8.448,12.0148
1.8136,8.4479,12.015
1.813,8.4463,12.0124
1.8128,8.4466,12.0147
1.8127,8.4455,12.0153
1.8127,8.4466,12.0132
1.8123,8.446,12.005
1.8128,8.4451,12.0107
1.8127,8.4434,12.0128
1.8121,8.4425,12.0237
1.8106,8.4434,12.0248
1.8104,8.4431,12.0246
1.8107,8.4437,12.0244
1.8116,8.4438,12.0277
1.812,8.4424,12.0327
1.8121,8.4373,12.0383
1.8112,8.4384,12.0434
1.8111,8.4417,12.0427
1.8115,8.4447,12.0363
1.8122,8.4476,12.0313
1.8122,8.4483,12.0302
1.812,8.4444,12.0262
1.8121,8.4427,12.0362
1.8117,8.442,12.0357
1.8108,8.4429,12.0336
1.8108,8.4459,12.0349
1.8121,8.4462,12.0383
1.8123,8.446,12.0511
1.8121,8.4445,12.0546
1.8118,8.4438,12.0407
1.8114,8.4404,12.0476
1.8121,8.4425,12.0537
1.8125,8.4464,12.0533
1.8123,8.446,12.056
1.8138,8.4464,12.0533
1.8143,8.4461,12.0557
1.8145,8.449,12.0622
1.8149,8.4508,12.0706
1.8143,8.4522,12.0708
1.8145,8.4572,12.0729
1.8149,8.4592,12.0759
1.8153,8.4587,12.0748
1.8152,8.4648,12.0778
1.8153,8.4644,12.0777
1.8156,8.4643,12.0767
1.8159,8.4674,12.0825
1.8158,8.4691,12.0898
1.8156,8.4681,12.0966
1.8156,8.4684,12.0959
1.8156,8.4685,12.1001
1.8163,8.4691,12.0996
1.817,8.4684,12.1063
1.8175,8.468,12.1108
1.8184,8.4663,12.1127
1.8184,8.4667,12.1067
1.8187,8.4698,12.1055
1.8188,8.4691,12.1069
1.8186,8.4713,12.1065
1.8176,8.475,12.1078
1.8176,8.4756,12.1097
1.819,8.4737,12.1083
1.8193,8.4737,12.1067
1.8201,8.4718,12.104
1.8201,8.4714,12.1004
1.8198,8.4712,12.1012
1.8196,8.4734,12.1007
1.8188,8.4739,12.1031
1.8192,8.4764,12.0919
1.8193,8.4777,12.0846
1.8183,8.4762,12.0852
1.8186,8.4749,12.0874
1.8178,8.4732,12.0847
1.8174,8.4733,12.0928
1.8176,8.4733,12.0887
1.8179,8.4713,12.0804
1.8165,8.4732,12.0783
1.8175,8.469,12.0774
1.817,8.4665,12.0708
1.8167,8.4656,12.0681
1.8175,8.4652,12.0627
1.817,8.4602,12.074
1.8168,8.4636,12.0805
1.8166,8.4625,12.091
1.817,8.462,12.0958
1.8171,8.4662,12.0921
1.8176,8.466,12.084
1.8182,8.4628,12.0883
1.8189,8.4608,12.0893
1.8189,8.4602,12.0879
1.8185,8.4628,12.0921
1.8187,8.4656,12.1011
1.82,8.4689,12.0999
1.8198,8.4695,12.0997
1.8187,8.4694,12.1002
1.8187,8.4686,12.1104
1.8186,8.4675,12.1228
1.8185,8.4736,12.1238
1.8184,8.4733,12.1147
1.8184,8.4699,12.1113
1.8192,8.4706,12.1232
1.8179,8.4685,12.123
1.8173,8.4696,12.1394
1.8172,8.4669,12.1376
1.8164,8.4669,12.1322
1.8162,8.4668,12.1346
1.8164,8.4684,12.1318
1.8167,8.4674,12.1389
1.8164,8.4645,12.1497
1.8161,8.4663,12.1492
1.816,8.4682,12.1392
1.8167,8.4686,12.1367
1.8164,8.4691,12.1375
1.8162,8.4686,12.124
1.8153,8.4681,12.1206
1.8153,8.4705,12.1174
1.8139,8.4722,12.1174
1.8141,8.4733,12.1126
1.8135,8.4734,12.1143
1.8137,8.471,12.116
1.8132,8.4707,12.1147
1.8128,8.4698,12.1105
1.8132,8.4677,12.1164
1.8136,8.4663,12.112
1.8134,8.4671,12.1072
1.8139,8.4665,12.1075
1.8144,8.4633,12.1049
1.8142,8.4627,12.1123
1.814,8.4629,12.1161
1.8138,8.4614,12.1222
1.8133,8.4605,12.1262
1.8135,8.4643,12.1269
1.8135,8.4676,12.1229
1.8142,8.4677,12.1204
1.8147,8.4677,12.1096
1.8146,8.4663,12.1103
1.8144,8.4681,12.1148
1.814,8.4679,12.115
1.8137,8.4692,12.1093
1.8133,8.472,12.1157
1.8131,8.4722,12.1192
1.8127,8.4705,12.1252
1.8122,8.4691,12.1325
1.8121,8.466,12.1329
1.8126,8.465,12.1329
1.8132,8.4643,12.1348
1.8131,8.4646,12.1348
1.8132,8.4626,12.1319
1.8132,8.4641,12.1155
1.8135,8.4647,12.1211
1.8136,8.4649,12.1216
1.8132,8.4653,12.1065
1.8131,8.4663,12.1163
1.8127,8.4663,12.1124
